GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US08123001406,08123001406,"Census Tract 14.06, Weld County, Colorado",2147,169,83707,12967,87.0,5.3,82879,14689,26.4,9.5,8192,4549,28.3,9.0,12316,4103,5.4,6.5,8195,4325,4.0,3.1,N,N,10.4,4.6,41926,15346,1477,191,92338,18211,9.1,5.0,62152,39473,27.5,8.4,41991,8366,34.3,9.2,111606,33299,14.7,10.4,76487,37854,14.4,6.2,178124,47593,0.0,2.0,-,**,5572,524,32558,5618,89.1,8.0,33263,5742,0.3,0.4,N,N,1.4,2.0,27257,31311,0.9,1.4,N,N,0.0,0.5,-,**,6.5,6.0,32080,13747,1.8,2.3,-,**,23.3,5.9,33632,10706,74.7,6.2,32140,5994,40.4,(X),(X),(X),38.8,(X),(X),(X),31.3,(X),(X),(X)
1400000US08123001407,08123001407,"Census Tract 14.07, Weld County, Colorado",716,24,111300,9878,87.3,6.3,109102,11862,32.3,9.2,14839,10380,25.1,5.4,20042,6253,2.0,2.1,12043,6260,0.0,4.1,-,**,17.3,7.3,30142,12651,634,36,116748,11451,10.9,7.1,N,N,26.7,8.6,N,N,44.8,8.7,N,N,0.6,1.1,N,N,13.7,6.6,N,N,3.3,3.9,N,N,2067,117,38144,3660,95.7,3.3,38150,3976,0.0,1.4,-,**,0.0,1.4,-,**,0.2,0.4,N,N,0.5,0.8,N,N,0.0,1.4,-,**,3.6,2.9,42123,37121,7.6,4.6,27111,14202,89.0,5.3,38913,4352,26.3,(X),(X),(X),28.9,(X),(X),(X),20.9,(X),(X),(X)
1400000US08123001408,08123001408,"Census Tract 14.08, Weld County, Colorado",762,45,87388,16499,71.7,7.5,85965,23275,33.5,8.0,14979,6504,42.7,6.3,18328,2461,6.6,4.7,5348,3422,3.1,3.1,N,N,30.1,6.3,33311,6934,633,57,93159,20146,21.3,6.7,54340,14265,24.0,8.5,61299,13927,33.8,8.7,128760,50383,12.3,6.2,81822,16463,8.5,5.1,155178,39342,0.0,4.6,-,**,2298,237,30341,6381,87.1,6.5,32503,6944,0.3,0.4,-,**,0.0,1.3,-,**,0.7,0.6,50969,36287,0.0,1.3,-,**,5.5,3.4,18303,6282,6.4,4.3,10558,9409,20.7,7.5,15908,5027,75.9,8.4,34707,7786,38.3,(X),(X),(X),35.2,(X),(X),(X),31.5,(X),(X),(X)
1400000US08123001409,08123001409,"Census Tract 14.09, Weld County, Colorado",1395,117,65162,8237,80.6,7.1,60271,9802,23.4,5.0,15263,9273,24.3,4.9,16378,2962,1.2,1.4,N,N,3.6,2.5,2268,1348,20.1,5.8,38987,10377,825,126,80311,12248,11.3,7.7,42010,34953,34.3,10.1,62973,12007,35.9,11.4,99304,23704,9.2,5.4,81246,31908,3.9,3.4,93003,40144,5.5,5.3,132956,34551,3162,311,29533,4245,91.4,6.0,30564,4597,0.0,0.9,-,**,0.7,1.1,N,N,5.0,5.7,10011,2920,0.0,0.9,-,**,1.3,1.2,26962,19486,1.6,1.5,36780,14864,9.5,3.7,26758,18199,83.2,6.7,30939,4648,25.1,(X),(X),(X),24.1,(X),(X),(X),21.4,(X),(X),(X)
1400000US08123001410,08123001410,"Census Tract 14.10, Weld County, Colorado",1419,82,85243,10574,63.3,6.8,77304,12045,33.5,6.0,23138,11890,50.1,7.4,20575,2198,3.4,2.5,5425,1869,1.7,1.6,1413,128,41.2,7.2,31212,7004,1011,107,96500,10051,26.8,7.4,N,N,26.5,6.6,N,N,31.2,7.9,N,N,5.3,3.7,N,N,9.1,4.2,N,N,1.1,1.6,N,N,3491,363,34893,4802,95.4,3.5,35417,4920,1.3,1.2,49774,38134,0.0,0.9,-,**,0.3,0.4,N,N,0.0,0.9,-,**,0.6,0.9,N,N,2.3,1.9,N,N,13.1,8.2,15678,6689,84.0,8.2,38136,5210,27.6,(X),(X),(X),27.0,(X),(X),(X),23.0,(X),(X),(X)
1400000US08123001411,08123001411,"Census Tract 14.11, Weld County, Colorado",1027,70,94999,11768,86.0,6.9,89128,12995,27.3,9.1,27459,32308,21.5,9.4,18082,3628,0.0,2.9,-,**,0.0,2.9,-,**,19.6,8.9,29316,7924,768,88,108262,16412,8.3,6.2,N,N,15.4,8.0,N,N,58.7,15.3,N,N,15.4,11.5,N,N,1.7,2.0,N,N,0.5,1.3,N,N,2502,290,39562,6105,97.3,3.0,39562,6236,0.0,1.2,-,**,0.3,0.5,N,N,0.0,1.2,-,**,0.0,1.2,-,**,1.2,2.1,N,N,1.2,1.7,N,N,21.0,10.3,33901,20520,78.4,10.3,40237,7607,19.6,(X),(X),(X),20.4,(X),(X),(X),19.3,(X),(X),(X)
1400000US08123001412,08123001412,"Census Tract 14.12, Weld County, Colorado",846,105,85043,7950,85.5,5.3,81734,10318,26.4,6.9,6499,2763,28.7,6.8,17814,2888,1.9,1.7,4319,2784,0.9,1.1,N,N,22.9,6.1,22218,5806,683,73,91255,8262,10.7,5.1,N,N,33.1,10.5,N,N,39.8,9.3,N,N,3.1,3.3,N,N,12.7,7.4,N,N,0.6,1.1,N,N,2273,288,31729,3363,88.5,8.7,33527,3444,0.3,0.5,N,N,0.0,1.3,-,**,2.0,3.5,16478,2671,0.0,1.3,-,**,5.6,7.5,25731,5696,3.6,3.5,N,N,17.4,8.9,23425,6249,80.0,9.6,34039,3767,28.5,(X),(X),(X),26.5,(X),(X),(X),23.3,(X),(X),(X)
1400000US08123001413,08123001413,"Census Tract 14.13, Weld County, Colorado",1055,57,64443,8448,83.9,6.8,60133,9685,19.0,6.7,7513,4332,33.1,8.2,17477,4757,5.0,4.3,7691,1870,5.6,4.7,4107,2151,25.5,6.9,18059,4597,857,82,67520,10509,13.4,7.3,N,N,35.9,9.7,N,N,35.8,7.3,N,N,4.8,5.5,N,N,5.5,3.9,N,N,4.6,5.0,N,N,2968,291,23452,3247,93.5,4.4,23794,3475,0.6,1.0,N,N,0.0,1.0,-,**,2.5,2.5,17492,19598,0.0,1.0,-,**,0.8,1.2,25336,21982,2.5,2.1,19673,9847,40.8,9.5,17846,4452,56.7,9.2,27748,5598,40.7,(X),(X),(X),46.2,(X),(X),(X),40.5,(X),(X),(X)
1400000US08123001414,08123001414,"Census Tract 14.14, Weld County, Colorado",819,40,91646,16092,83.2,7.5,92031,15825,18.4,6.4,15105,7429,23.0,7.0,19683,2252,2.6,2.2,N,N,0.5,1.0,N,N,15.8,5.7,40135,16122,522,83,93782,12703,7.7,5.0,N,N,28.5,9.5,N,N,46.2,10.2,N,N,4.2,3.6,N,N,12.3,5.9,N,N,1.1,1.8,N,N,2295,312,33405,4291,88.6,4.7,33616,4751,1.8,2.6,4152,1160,1.0,1.0,49673,8165,0.0,1.3,-,**,0.0,1.3,-,**,3.8,4.2,63251,22257,4.8,4.3,13995,4685,30.6,6.9,26045,7175,66.1,6.9,37455,5607,37.7,(X),(X),(X),23.0,(X),(X),(X),24.4,(X),(X),(X)
1400000US08123001415,08123001415,"Census Tract 14.15, Weld County, Colorado",1213,68,123283,37801,89.5,5.2,119638,41032,32.4,8.8,9567,7153,20.0,5.9,19554,5444,2.1,3.4,N,N,0.8,1.3,N,N,25.9,7.3,28948,10336,1078,84,124023,45259,9.6,5.3,N,N,23.8,9.6,N,N,47.5,10.5,N,N,8.3,6.1,N,N,8.0,5.8,N,N,2.8,3.2,N,N,3952,446,37846,12439,92.9,3.7,38473,13597,0.0,0.8,-,**,0.5,0.6,N,N,0.9,1.1,24108,20680,0.0,0.8,-,**,2.5,1.9,N,N,3.1,2.7,10598,6866,16.8,5.6,21644,8421,79.6,6.0,42311,16279,29.9,(X),(X),(X),29.0,(X),(X),(X),29.7,(X),(X),(X)
1400000US08123001416,08123001416,"Census Tract 14.16, Weld County, Colorado",874,76,111161,13170,80.1,6.3,108124,14874,32.3,7.4,13549,8232,30.2,7.7,17102,2494,0.5,0.8,N,N,0.0,3.4,-,**,25.7,6.6,53852,22376,652,74,119796,16491,13.8,4.0,57452,10763,23.6,8.8,120555,36789,45.9,8.8,131507,10803,8.7,7.9,98593,88527,8.0,4.8,181358,59092,0.0,4.5,-,**,2256,280,44058,6205,90.6,7.1,43512,6168,0.0,1.3,-,**,0.0,1.3,-,**,4.1,4.9,30339,9142,1.1,1.6,N,N,4.3,3.7,57825,56711,0.0,1.3,-,**,17.0,7.0,30857,16813,78.5,5.7,46892,7784,43.0,(X),(X),(X),46.6,(X),(X),(X),38.5,(X),(X),(X)
1400000US08123001417,08123001417,"Census Tract 14.17, Weld County, Colorado",758,103,61407,6242,82.1,5.7,63152,6779,23.6,9.3,9480,11033,23.5,5.5,14870,3721,2.5,1.8,6700,2930,0.7,1.1,N,N,14.4,6.6,15885,7930,539,82,69742,7481,5.4,4.4,N,N,39.7,9.3,N,N,32.5,7.6,N,N,8.3,5.3,N,N,13.4,7.8,N,N,0.7,1.2,N,N,1958,293,24533,3185,79.6,11.0,28350,3097,0.2,0.3,N,N,1.9,2.9,N,N,0.5,0.5,N,N,0.0,1.5,-,**,15.2,11.4,7713,1351,2.6,2.6,N,N,35.1,10.0,12855,4264,61.8,9.6,31444,3463,36.7,(X),(X),(X),37.8,(X),(X),(X),32.1,(X),(X),(X)
1400000US08123001500,08123001500,"Census Tract 15, Weld County, Colorado",2320,215,86737,12696,81.0,5.3,85824,14451,27.0,6.0,16077,6962,29.3,5.0,18669,2677,3.8,2.4,12183,4003,2.5,2.7,20917,15491,21.8,6.6,19202,6678,1954,183,86443,9716,13.4,5.5,51834,21707,29.2,7.5,63026,12961,40.8,8.5,99951,14315,6.1,5.2,88601,32210,10.5,5.1,142129,30107,0.0,1.5,-,**,6653,489,30998,4443,94.4,2.9,31760,4746,0.7,0.6,27831,28937,0.6,0.9,N,N,0.0,0.4,-,**,0.0,0.4,-,**,1.5,1.5,19887,4717,2.7,1.7,14745,14159,20.9,6.4,17000,5152,77.5,6.3,34797,5890,36.3,(X),(X),(X),39.3,(X),(X),(X),34.2,(X),(X),(X)
1400000US08123001600,08123001600,"Census Tract 16, Weld County, Colorado",1634,108,82800,8690,86.2,4.6,82031,8579,19.3,4.3,26200,10491,23.4,5.8,14328,2858,1.2,1.0,9595,4349,0.9,0.9,5653,1696,10.8,2.9,21527,4780,1274,99,92615,10794,8.3,4.5,N,N,21.2,5.5,N,N,46.9,8.2,N,N,6.1,3.8,N,N,15.9,6.2,N,N,1.5,1.9,N,N,4740,400,29413,3479,90.8,5.3,31379,3520,0.4,0.5,N,N,0.0,0.6,-,**,0.0,0.6,-,**,0.0,0.6,-,**,7.6,5.0,11063,4346,1.2,1.2,6917,9542,25.1,8.1,15818,4046,74.6,8.0,34007,3950,41.6,(X),(X),(X),43.9,(X),(X),(X),34.9,(X),(X),(X)
1400000US08123001700,08123001700,"Census Tract 17, Weld County, Colorado",1737,107,72763,10813,78.6,4.1,75047,13054,18.6,3.5,23407,18254,27.2,5.2,16009,1549,4.8,3.0,10901,2720,0.9,0.7,4213,2217,16.3,3.0,18793,3509,1327,111,65242,5580,18.6,4.7,31638,7222,37.3,6.4,50424,7055,28.4,5.7,92720,9786,5.3,2.4,57739,10555,8.1,3.2,120944,27087,2.3,1.9,58077,4914,5041,310,25503,4068,93.8,1.8,25788,4357,0.0,0.6,-,**,0.2,0.2,19782,23798,0.8,0.6,9739,7483,0.0,0.6,-,**,3.2,1.8,13846,3252,2.0,0.9,37543,22344,31.9,4.8,11410,2266,65.7,4.7,32191,6170,40.5,(X),(X),(X),42.4,(X),(X),(X),39.0,(X),(X),(X)
1400000US08123001800,08123001800,"Census Tract 18, Weld County, Colorado",1578,132,77947,10641,83.5,4.6,72260,9650,24.4,5.5,32937,18820,28.6,6.2,17919,2173,3.4,2.6,9287,1845,0.8,1.0,N,N,17.2,5.5,17615,4842,1195,119,78763,11852,10.5,4.0,40488,17954,38.8,7.3,55991,14680,31.0,6.8,88229,10250,6.2,3.9,152277,142468,9.9,4.9,128433,33157,3.5,2.8,92469,5670,4434,326,28452,4010,92.8,4.0,26756,3149,0.1,0.2,-,**,0.6,0.8,N,N,0.8,1.0,34563,13081,0.0,0.7,-,**,3.6,3.2,56455,40175,2.1,1.8,59153,50688,30.2,6.2,18607,8151,66.7,6.4,31986,4163,48.8,(X),(X),(X),51.0,(X),(X),(X),44.4,(X),(X),(X)
1400000US08123001902,08123001902,"Census Tract 19.02, Weld County, Colorado",2423,180,62075,4997,88.0,4.8,58912,4615,13.2,4.9,4284,4102,25.2,6.2,17395,2913,1.8,2.0,8402,303,0.0,1.2,-,**,15.7,5.5,24964,7373,1942,164,63867,6117,7.5,5.6,N,N,35.5,7.7,N,N,37.0,7.9,N,N,16.3,6.2,N,N,3.2,2.5,N,N,0.5,0.9,N,N,7782,392,20086,1940,85.0,6.1,21099,2324,0.7,0.5,2148,2618,2.7,1.1,9099,8207,0.5,0.7,N,N,0.2,0.3,N,N,6.1,4.8,14022,4551,4.7,2.5,18783,5942,37.7,4.9,11635,2372,55.4,5.2,26833,3081,37.6,(X),(X),(X),37.8,(X),(X),(X),28.6,(X),(X),(X)
1400000US08123001905,08123001905,"Census Tract 19.05, Weld County, Colorado",1386,106,57713,6514,79.5,6.8,61866,5621,12.3,5.8,23565,21970,24.5,5.3,13615,2360,4.3,2.6,4517,1620,1.9,1.9,2637,1396,14.0,5.1,11764,4767,1089,102,64103,6888,11.5,6.5,6684,5659,31.6,8.4,53361,11585,36.1,7.6,78394,10745,6.5,4.3,57390,17243,8.0,4.3,126525,11458,6.3,4.6,68481,14804,4614,319,17884,2072,84.3,6.4,18387,2542,0.7,1.0,N,N,3.3,3.2,22207,5752,0.2,0.4,N,N,0.2,0.3,N,N,9.3,5.6,15106,4971,2.2,1.6,N,N,59.5,5.9,14117,2400,39.7,5.6,23530,4299,39.1,(X),(X),(X),41.8,(X),(X),(X),33.2,(X),(X),(X)
1400000US08123001906,08123001906,"Census Tract 19.06, Weld County, Colorado",542,48,72885,15796,80.3,6.8,74829,18727,19.4,7.0,6351,3544,31.9,7.0,20189,2385,3.7,2.7,12725,4286,0.7,1.3,N,N,19.4,7.2,19713,6381,416,58,82809,19959,13.2,7.3,38107,8713,28.6,10.9,60996,18038,28.1,8.0,131569,60023,13.5,7.7,64084,17515,11.8,8.0,92539,32138,4.8,3.9,78875,26513,1643,250,24734,5600,74.4,13.6,28427,6873,0.7,0.8,23209,3166,0.9,1.1,29527,4191,0.0,1.8,-,**,0.0,1.8,-,**,22.9,14.0,13255,4521,1.2,1.7,N,N,35.4,12.3,17932,4212,62.8,11.7,28580,8129,37.8,(X),(X),(X),36.8,(X),(X),(X),32.8,(X),(X),(X)
1400000US08123001907,08123001907,"Census Tract 19.07, Weld County, Colorado",1013,67,76204,6898,86.9,3.6,70172,8269,21.8,6.4,12603,8292,28.8,5.7,18662,2544,6.2,2.8,7800,2044,1.6,1.2,1031,493,22.8,4.8,24539,7177,768,100,80477,6708,9.4,3.5,41367,11774,34.4,9.0,64155,11893,35.0,9.4,91074,13725,10.2,6.0,89635,18218,8.2,4.3,128200,20839,2.9,2.7,105632,32112,3092,333,25777,2545,87.4,6.0,27401,3217,0.7,0.7,45723,14080,0.3,0.4,N,N,2.9,2.7,14442,6704,1.3,1.5,-,**,5.0,3.5,10518,7789,2.4,1.9,22213,12352,39.7,8.3,17162,3382,55.0,8.5,32570,4327,34.4,(X),(X),(X),28.3,(X),(X),(X),28.0,(X),(X),(X)
1400000US08123001908,08123001908,"Census Tract 19.08, Weld County, Colorado",956,116,65910,11555,81.6,7.5,70706,13723,12.6,6.3,10913,7119,22.1,7.0,15274,2075,6.6,3.9,8594,3226,2.9,2.5,N,N,14.7,6.4,13937,5478,630,126,80271,16281,15.7,6.8,N,N,30.0,11.0,N,N,36.8,12.6,N,N,5.9,4.9,N,N,8.3,7.4,N,N,3.3,3.3,N,N,2340,301,27585,5202,90.0,6.0,26773,4753,0.5,0.7,N,N,0.6,0.8,N,N,1.9,1.4,122142,201642,0.0,1.3,-,**,2.7,2.9,18617,15250,4.4,3.3,8569,3501,44.7,8.1,14491,4104,52.9,8.3,35155,8008,43.8,(X),(X),(X),40.0,(X),(X),(X),36.3,(X),(X),(X)
1400000US08123002004,08123002004,"Census Tract 20.04, Weld County, Colorado",1655,164,54826,6290,73.2,6.6,62141,7906,16.1,5.1,3750,2317,27.4,6.7,14935,1850,5.6,4.0,12482,2192,0.0,1.8,-,**,15.5,4.8,13086,2476,1000,118,60555,6648,18.3,8.7,N,N,28.1,9.2,N,N,29.9,10.4,N,N,9.2,5.9,N,N,11.6,8.4,N,N,2.9,4.0,N,N,4057,186,22922,3378,87.4,7.2,23405,4020,1.9,2.0,18551,7958,0.8,1.0,N,N,0.0,0.7,-,**,0.0,0.7,-,**,5.9,6.1,20496,6333,4.0,2.3,19151,8575,37.9,8.3,20408,5809,59.6,8.6,24611,4105,43.5,(X),(X),(X),40.8,(X),(X),(X),35.6,(X),(X),(X)
1400000US08123002005,08123002005,"Census Tract 20.05, Weld County, Colorado",218,46,109797,24129,95.9,6.4,109225,24610,18.8,13.7,6241,5175,6.9,7.3,N,N,0.0,12.8,-,**,0.0,12.8,-,**,10.6,7.6,19448,4646,186,46,113542,28100,4.8,7.4,N,N,25.8,16.5,N,N,41.4,17.6,N,N,4.8,7.4,N,N,23.1,13.9,N,N,0.0,14.9,N,N,741,168,32989,5512,78.8,14.4,34199,7370,0.0,4.0,-,**,1.1,1.6,N,N,7.7,6.5,33188,23819,0.0,4.0,-,**,10.5,13.1,28817,8495,1.9,2.1,N,N,20.9,11.4,30303,5500,68.4,12.0,34561,8349,12.8,(X),(X),(X),12.4,(X),(X),(X),7.6,(X),(X),(X)
1400000US08123002006,08123002006,"Census Tract 20.06, Weld County, Colorado",120,31,105338,38895,88.3,10.4,81533,28209,34.2,19.8,56090,68746,19.2,14.6,16422,6262,0.0,21.9,-,**,0.0,21.9,-,**,35.0,19.9,16250,7882,99,32,117748,42431,14.1,12.8,N,N,41.4,24.8,N,N,25.3,14.3,N,N,4.0,6.9,N,N,15.2,16.4,N,N,0.0,25.7,N,N,323,94,40198,13968,80.8,15.6,43417,16842,0.0,8.9,-,**,4.0,6.5,42662,22624,0.0,8.9,-,**,0.0,8.9,-,**,3.7,4.7,N,N,11.5,11.5,N,N,23.2,16.7,N,N,72.8,16.8,48221,17624,41.7,(X),(X),(X),50.5,(X),(X),(X),32.4,(X),(X),(X)
1400000US08123002007,08123002007,"Census Tract 20.07, Weld County, Colorado",2044,103,123168,17445,90.4,3.2,122912,18160,35.5,6.9,11360,3340,18.5,4.4,15129,2974,2.1,2.0,5423,5251,1.4,1.2,3369,3226,12.8,4.7,23080,9371,1649,148,138050,19755,6.9,3.0,N,N,20.0,6.4,N,N,55.6,7.9,N,N,7.6,5.2,N,N,9.6,6.3,N,N,0.4,0.6,N,N,5983,336,43050,6452,86.9,5.4,44476,7478,0.0,0.5,-,**,0.0,0.5,-,**,8.7,4.2,43569,12682,0.0,0.5,-,**,0.2,0.3,-,**,4.2,3.5,14347,10402,11.4,2.7,33997,24328,76.9,4.9,45796,7957,33.8,(X),(X),(X),36.7,(X),(X),(X),28.8,(X),(X),(X)
1400000US08123002008,08123002008,"Census Tract 20.08, Weld County, Colorado",1742,101,116893,10800,91.8,2.9,109197,10472,32.8,5.9,22745,13360,14.7,3.3,23739,3906,0.0,1.7,-,**,0.0,1.7,-,**,11.9,4.6,26412,6187,1364,113,124105,12299,6.2,3.3,N,N,28.5,6.3,N,N,52.3,8.2,N,N,4.4,4.1,N,N,6.4,3.6,N,N,2.2,2.6,N,N,5033,317,41221,3088,87.7,4.8,42344,3229,0.6,0.6,85897,49453,0.0,0.6,-,**,5.7,3.2,25064,10987,0.0,0.6,-,**,2.5,3.0,39445,23901,3.5,2.7,32626,21608,9.4,4.1,32045,9571,80.8,5.2,43454,3501,20.7,(X),(X),(X),22.3,(X),(X),(X),19.5,(X),(X),(X)
1400000US08123002009,08123002009,"Census Tract 20.09, Weld County, Colorado",523,45,118611,17271,74.6,6.2,128932,23643,28.1,8.5,30965,29635,23.5,7.2,22185,4468,1.5,2.4,N,N,0.0,5.6,-,**,21.4,6.8,28734,7891,421,53,132695,20748,17.1,6.3,47906,12838,19.5,8.2,125548,42887,40.1,8.0,110216,11934,4.5,5.5,235147,199775,18.8,5.3,240842,81913,0.0,6.9,-,**,1342,106,47854,6874,99.3,1.1,48008,6948,0.0,2.2,-,**,0.0,2.2,-,**,0.7,1.1,N,N,0.0,2.2,-,**,0.1,0.2,N,N,0.0,2.2,-,**,3.9,4.0,15634,5651,95.3,4.0,49350,7300,20.8,(X),(X),(X),22.6,(X),(X),(X),13.0,(X),(X),(X)
1400000US08123002010,08123002010,"Census Tract 20.10, Weld County, Colorado",843,36,55253,6609,88.3,7.6,53234,6558,13.2,4.9,9618,9152,19.9,5.6,15871,2292,0.0,3.5,-,**,0.0,3.5,-,**,5.9,3.8,16732,10533,627,74,52848,7717,11.0,7.3,N,N,32.9,10.2,N,N,35.7,9.5,N,N,9.9,5.3,N,N,10.5,6.5,N,N,0.0,4.7,N,N,2397,209,19942,1858,89.7,7.1,20170,1920,0.3,0.5,N,N,0.5,0.5,N,N,1.3,1.2,23994,4507,0.0,1.2,-,**,2.7,2.4,8627,3370,5.6,6.4,19341,7938,32.5,10.6,12010,2356,64.8,10.9,23881,3440,42.8,(X),(X),(X),44.5,(X),(X),(X),32.6,(X),(X),(X)
1400000US08123002011,08123002011,"Census Tract 20.11, Weld County, Colorado",165,29,157468,35883,95.2,6.2,135498,17539,38.8,13.7,55602,70914,15.2,9.5,28192,7512,3.0,4.1,N,N,3.6,5.2,N,N,13.3,8.9,13759,7097,133,25,151457,42170,6.0,7.5,N,N,21.8,11.7,N,N,60.9,13.2,N,N,3.8,5.0,N,N,4.5,6.4,N,N,3.0,4.5,N,N,493,113,54773,10693,89.9,10.3,58128,11626,0.0,5.9,-,**,0.6,1.1,N,N,7.5,10.3,22708,7045,0.0,5.9,-,**,1.2,1.7,N,N,0.8,1.4,N,N,3.0,4.4,N,N,88.0,10.7,59334,11669,29.7,(X),(X),(X),24.1,(X),(X),(X),23.5,(X),(X),(X)
1400000US08123002012,08123002012,"Census Tract 20.12, Weld County, Colorado",355,31,120618,15442,92.4,3.4,118387,17451,31.0,13.2,1897,1017,18.9,4.7,22691,3767,0.0,8.1,-,**,1.4,2.6,N,N,17.5,6.8,27456,9856,326,35,121289,16844,6.4,2.9,38719,8151,25.5,8.7,99493,11950,47.5,11.6,145312,29740,6.4,5.9,121386,7767,14.1,6.4,117317,16391,0.0,8.8,-,**,1086,119,40658,6113,86.8,8.0,43829,6553,0.0,2.7,-,**,0.5,0.7,N,N,7.2,7.2,24426,3624,0.0,2.7,-,**,1.8,1.5,41620,18995,3.7,3.4,1293,1102,7.4,4.7,21790,10722,83.9,8.2,44425,7050,16.9,(X),(X),(X),15.0,(X),(X),(X),8.7,(X),(X),(X)
1400000US08123002013,08123002013,"Census Tract 20.13, Weld County, Colorado",954,67,103964,7430,95.1,2.9,98896,7717,18.9,5.5,16368,14631,18.3,4.8,21825,3581,1.2,1.6,N,N,0.7,1.1,N,N,9.0,4.1,18590,6919,792,74,108659,6892,4.3,2.7,N,N,27.3,7.1,N,N,53.3,8.1,N,N,6.2,4.0,N,N,5.2,3.5,N,N,3.8,4.3,N,N,3010,230,33761,2365,95.1,2.9,34830,2412,0.2,0.4,-,**,0.1,0.2,N,N,1.5,1.6,22282,9712,0.0,1.0,-,**,0.4,0.4,N,N,2.7,1.8,9728,10485,11.0,3.2,21225,6560,87.0,3.7,35633,2448,23.8,(X),(X),(X),25.1,(X),(X),(X),21.1,(X),(X),(X)
1400000US08123002014,08123002014,"Census Tract 20.14, Weld County, Colorado",637,45,69487,9864,78.0,7.3,70919,12398,15.2,6.5,6743,5151,32.5,6.7,18812,3467,5.2,5.6,N,N,0.0,4.6,-,**,24.0,7.0,16174,6731,428,76,73125,13575,15.7,8.4,N,N,39.7,12.4,N,N,21.0,11.2,N,N,15.2,6.9,N,N,4.7,4.6,N,N,3.7,4.1,N,N,1455,137,31211,4443,92.2,4.7,29420,4244,0.0,2.0,-,**,0.3,0.4,N,N,0.0,2.0,-,**,0.0,2.0,-,**,6.7,5.1,56750,20754,0.8,1.2,N,N,11.1,5.5,45242,21042,88.2,5.4,29408,4399,50.5,(X),(X),(X),47.9,(X),(X),(X),42.8,(X),(X),(X)
1400000US08123002015,08123002015,"Census Tract 20.15, Weld County, Colorado",363,42,100834,13971,96.4,3.5,97973,15104,19.3,10.1,11663,6002,9.9,3.7,21006,7167,0.0,7.9,-,**,3.3,4.3,N,N,6.9,4.6,14936,10528,278,36,100233,11902,2.9,3.3,N,N,34.2,11.5,N,N,46.0,12.0,N,N,6.8,5.6,N,N,9.4,7.0,N,N,0.7,1.8,N,N,1089,130,34757,4984,90.8,7.5,34795,5499,0.0,2.7,-,**,0.2,0.6,-,**,4.9,4.6,44285,18399,0.0,2.7,-,**,4.1,5.4,24253,2665,0.0,2.7,-,**,11.3,7.5,26629,9957,86.1,8.1,35897,5789,32.0,(X),(X),(X),23.4,(X),(X),(X),23.9,(X),(X),(X)
