,State,StationID,Address,Latitude,Longitude,Month,Ridership,LN(Ridership),LOG +1,Average Rain,Average Temp,EDHLTH_RAC,EDHLTH_WAC,EMP_RAC_SC,EMP_WAC_SC,LEISER_RAC,LEISER_WAC,OTHER_RAC_,OTHER_WAC_,RETAIL_RAC,RETAIL_WAC,Total Pop,Pop Density,Median Income,HH units,Bachelors,Graduate,Alternate Commuters,ALAND,AWATER,Shape_Leng,Shape_Area,GEO.id,GEO.id2,GEO.display-label,geometry
11,CO,101,11th & Pearl,40.017535,-105.281234,Sep,377,5.932245187,1.773219093,1.5,62.2,481,2055,2289,66891,379,28036,1262,31578,167,5222,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.281234 40.017535)
12,CO,102,13th & Arapahoe,40.0146,-105.27778,Apr,324,5.780743516,1.761983701,2.5,49.1,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
13,CO,102,13th & Arapahoe,40.0146,-105.27778,Aug,566,6.338594078,1.801992941,1.5,70.9,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
14,CO,102,13th & Arapahoe,40.0146,-105.27778,Dec,111,4.709530201,1.672977586,0.7,33.4,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
15,CO,102,13th & Arapahoe,40.0146,-105.27778,Feb,143,4.96284463,1.695730679,0.8,35.8,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
16,CO,102,13th & Arapahoe,40.0146,-105.27778,Jan,119,4.779123493,1.679348253,0.7,32.5,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
17,CO,102,13th & Arapahoe,40.0146,-105.27778,Jul,675,6.514712691,1.813895267,1.6,72.9,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
18,CO,102,13th & Arapahoe,40.0146,-105.27778,Jun,601,6.398594935,1.806084618,2.1,67.1,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
19,CO,102,13th & Arapahoe,40.0146,-105.27778,Mar,222,5.402677382,1.732609035,1.7,41,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
20,CO,102,13th & Arapahoe,40.0146,-105.27778,May,405,6.003887067,1.778432515,3.1,57.9,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
21,CO,102,13th & Arapahoe,40.0146,-105.27778,Nov,192,5.257495372,1.720778899,1.1,40.6,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
22,CO,102,13th & Arapahoe,40.0146,-105.27778,Oct,275,5.616771098,1.749486725,1.2,52.9,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
23,CO,102,13th & Arapahoe,40.0146,-105.27778,Sep,378,5.934894196,1.773412981,1.5,62.2,737,723,3854,32902,742,7859,2144,20639,231,3682,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27778 40.0146)
24,CO,103,13th & College,40.007386,-105.276681,Apr,102,4.624972813,1.665109184,2.5,49.1,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
25,CO,103,13th & College,40.007386,-105.276681,Aug,213,5.361292166,1.729269475,1.5,70.9,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
26,CO,103,13th & College,40.007386,-105.276681,Dec,43,3.761200116,1.575326441,0.7,33.4,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
27,CO,103,13th & College,40.007386,-105.276681,Feb,37,3.610917913,1.557617616,0.8,35.8,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
28,CO,103,13th & College,40.007386,-105.276681,Jan,35,3.555348061,1.550882124,0.7,32.5,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
29,CO,103,13th & College,40.007386,-105.276681,Jul,206,5.327876169,1.726554122,1.6,72.9,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
30,CO,103,13th & College,40.007386,-105.276681,Jun,161,5.081404365,1.705983756,2.1,67.1,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
31,CO,103,13th & College,40.007386,-105.276681,Mar,87,4.465908119,1.649909784,1.7,41,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
32,CO,103,13th & College,40.007386,-105.276681,May,119,4.779123493,1.679348253,3.1,57.9,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
33,CO,103,13th & College,40.007386,-105.276681,Nov,87,4.465908119,1.649909784,1.1,40.6,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
34,CO,103,13th & College,40.007386,-105.276681,Oct,138,4.927253685,1.692604923,1.2,52.9,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
35,CO,103,13th & College,40.007386,-105.276681,Sep,164,5.099866428,1.707558802,1.5,62.2,1441,388,6253,8759,1552,5580,2664,1659,596,1131,1354,0.007272844,9583,447,0,0,267,186172,0,0.019915416,1.98E-05,1500000US080130124011,80130124011,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",POINT (-105.276681 40.007386)
36,CO,104,13th & Spruce,40.01909,-105.278898,Apr,305,5.720311777,1.7574197,2.5,49.1,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
37,CO,104,13th & Spruce,40.01909,-105.278898,Aug,570,6.345636361,1.802475181,1.5,70.9,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
38,CO,104,13th & Spruce,40.01909,-105.278898,Dec,162,5.087596335,1.706512646,0.7,33.4,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
39,CO,104,13th & Spruce,40.01909,-105.278898,Feb,237,5.468060141,1.737833283,0.8,35.8,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
40,CO,104,13th & Spruce,40.01909,-105.278898,Jan,164,5.099866428,1.707558802,0.7,32.5,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
41,CO,104,13th & Spruce,40.01909,-105.278898,Jul,548,6.306275287,1.799772925,1.6,72.9,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
42,CO,104,13th & Spruce,40.01909,-105.278898,Jun,539,6.289715571,1.798631007,2.1,67.1,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
43,CO,104,13th & Spruce,40.01909,-105.278898,Mar,325,5.783825182,1.762215158,1.7,41,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
44,CO,104,13th & Spruce,40.01909,-105.278898,May,378,5.934894196,1.773412981,3.1,57.9,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
45,CO,104,13th & Spruce,40.01909,-105.278898,Nov,201,5.303304908,1.724546597,1.1,40.6,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
46,CO,104,13th & Spruce,40.01909,-105.278898,Oct,341,5.831882477,1.765808764,1.2,52.9,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
47,CO,104,13th & Spruce,40.01909,-105.278898,Sep,537,6.285998095,1.798374245,1.5,62.2,524,2440,2852,61461,599,20895,1395,33727,334,4399,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.278898 40.01909)
48,CO,105,14th & Canyon,40.01663,-105.27646,Apr,255,5.541263545,1.743608806,2.5,49.1,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
49,CO,105,14th & Canyon,40.01663,-105.27646,Aug,392,5.97126184,1.776066115,1.5,70.9,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
50,CO,105,14th & Canyon,40.01663,-105.27646,Dec,185,5.220355825,1.717700106,0.7,33.4,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
51,CO,105,14th & Canyon,40.01663,-105.27646,Feb,140,4.941642423,1.693871317,0.8,35.8,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
52,CO,105,14th & Canyon,40.01663,-105.27646,Jan,177,5.176149733,1.714006831,0.7,32.5,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
53,CO,105,14th & Canyon,40.01663,-105.27646,Jul,555,6.318968114,1.800646164,1.6,72.9,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
54,CO,105,14th & Canyon,40.01663,-105.27646,Jun,420,6.040254711,1.781055253,2.1,67.1,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
55,CO,105,14th & Canyon,40.01663,-105.27646,Mar,271,5.602118821,1.748352316,1.7,41,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
56,CO,105,14th & Canyon,40.01663,-105.27646,May,283,5.645446898,1.751698327,3.1,57.9,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
57,CO,105,14th & Canyon,40.01663,-105.27646,Nov,271,5.602118821,1.748352316,1.1,40.6,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
58,CO,105,14th & Canyon,40.01663,-105.27646,Oct,317,5.758901774,1.760339671,1.2,52.9,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
59,CO,105,14th & Canyon,40.01663,-105.27646,Sep,385,5.953243334,1.774753634,1.5,62.2,322,1627,1693,50072,378,12464,881,32612,113,3369,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27646 40.01663)
60,CO,106,15th & Pearl,40.018721,-105.27584,Apr,400,5.991464547,1.777532994,2.5,49.1,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
61,CO,106,15th & Pearl,40.018721,-105.27584,Aug,676,6.516193076,1.813993944,1.5,70.9,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
62,CO,106,15th & Pearl,40.018721,-105.27584,Dec,226,5.420534999,1.734042153,0.7,33.4,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
63,CO,106,15th & Pearl,40.018721,-105.27584,Feb,252,5.529429088,1.742680293,0.8,35.8,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
64,CO,106,15th & Pearl,40.018721,-105.27584,Jan,154,5.036952602,1.702167864,0.7,32.5,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
65,CO,106,15th & Pearl,40.018721,-105.27584,Jul,752,6.622736324,1.821037464,1.6,72.9,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
66,CO,106,15th & Pearl,40.018721,-105.27584,Jun,698,6.548219103,1.816123202,2.1,67.1,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
67,CO,106,15th & Pearl,40.018721,-105.27584,Mar,413,6.023447593,1.779845136,1.7,41,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
68,CO,106,15th & Pearl,40.018721,-105.27584,May,475,6.163314804,1.789814351,3.1,57.9,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
69,CO,106,15th & Pearl,40.018721,-105.27584,Nov,305,5.720311777,1.7574197,1.1,40.6,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
70,CO,106,15th & Pearl,40.018721,-105.27584,Oct,407,6.008813185,1.778788702,1.2,52.9,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
71,CO,106,15th & Pearl,40.018721,-105.27584,Sep,567,6.340359304,1.80211387,1.5,62.2,649,1541,3182,49104,680,13149,1514,30288,340,4126,1117,0.001500707,70333,653,334,142,405,744316,0,0.037072837,7.84E-05,1500000US080130122043,80130122043,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",POINT (-105.27584 40.018721)
72,CO,107,19th @ Boulder Creek,40.01177,-105.27006,Apr,283,5.645446898,1.751698327,2.5,49.1,1219,1296,4426,1764,724,151,2044,186,440,131,4960,0.004355301,,8,12,15,457,1138842,8081,0.054485556,0.000122833,1500000US080130123001,80130123001,"Block Group 1, Census Tract 123, Boulder County, Colorado",POINT (-105.27006 40.01177)
73,CO,107,19th @ Boulder Creek,40.01177,-105.27006,Aug,440,6.086774727,1.784387229,1.5,70.9,1219,1296,4426,1764,724,151,2044,186,440,131,4960,0.004355301,,8,12,15,457,1138842,8081,0.054485556,0.000122833,1500000US080130123001,80130123001,"Block Group 1, Census Tract 123, Boulder County, Colorado",POINT (-105.27006 40.01177)
74,CO,107,19th @ Boulder Creek,40.01177,-105.27006,Dec,186,5.225746674,1.718148353,0.7,33.4,1219,1296,4426,1764,724,151,2044,186,440,131,4960,0.004355301,,8,12,15,457,1138842,8081,0.054485556,0.000122833,1500000US080130123001,80130123001,"Block Group 1, Census Tract 123, Boulder County, Colorado",POINT (-105.27006 40.01177)
75,CO,107,19th @ Boulder Creek,40.01177,-105.27006,Feb,136,4.912654886,1.691316256,0.8,35.8,1219,1296,4426,1764,724,151,2044,186,440,131,4960,0.004355301,,8,12,15,457,1138842,8081,0.054485556,0.000122833,1500000US080130123001,80130123001,"Block Group 1, Census Tract 123, Boulder County, Colorado",POINT (-105.27006 40.01177)
76,CO,107,19th @ Boulder Creek,40.01177,-105.27006,Jan,110,4.700480366,1.672142243,0.7,32.5,1219,1296,4426,1764,724,151,2044,186,440,131,4960,0.004355301,,8,12,15,457,1138842,8081,0.054485556,0.000122833,1500000US080130123001,80130123001,"Block Group 1, Census Tract 123, Boulder County, Colorado",POINT (-105.27006 40.01177)
