,State_x,Station Name,Month,Ridership,Average Rain,Average Temp,No,State_y,StationID,Address,Latitude,Longitude,Total_Annu,Average_Mo,EDHLTH_RAC,EDHLTH_WAC,EMP_RAC_SC,EMP_WAC_SC,LEISER_RAC,LEISER_WAC,OTHER_RAC_,OTHER_WAC_,RETAIL_RAC,RETAIL_WAC,geometry,index_right,OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Shape_Leng,Shape_Area,Unnamed: 0,GEO.id,HD01_VD01_x,HD01_VD01_y,HD01_VD01,HD01_VD22,HD01_VD23,GEO.id2,GEO.display-label,Alternate Commuters
15,CO,13th & Arapahoe,Feb,143,0.8,35.8,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
16,CO,13th & Arapahoe,Jan,119,0.7,32.5,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
17,CO,13th & Arapahoe,Jul,675,1.6,72.9,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
18,CO,13th & Arapahoe,Jun,601,2.1,67.1,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
19,CO,13th & Arapahoe,Mar,222,1.7,41.0,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
20,CO,13th & Arapahoe,May,405,3.1,57.9,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
21,CO,13th & Arapahoe,Nov,192,1.1,40.6,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
22,CO,13th & Arapahoe,Oct,275,1.2,52.9,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
23,CO,13th & Arapahoe,Sep,378,1.5,62.2,80.0,CO,102.0,13th & Arapahoe,40.0146,-105.27778,4011.0,334.0,737.2668491,722.5220277,3853.545874,32902.13669,741.6879826,7858.760192,2143.82983,20639.32031,230.7612128,3681.534156,POINT (-105.27778 40.0146),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
24,CO,13th & College,Apr,102,2.5,49.1,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
25,CO,13th & College,Aug,213,1.5,70.9,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
26,CO,13th & College,Dec,43,0.7,33.4,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
27,CO,13th & College,Feb,37,0.8,35.8,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
28,CO,13th & College,Jan,35,0.7,32.5,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
29,CO,13th & College,Jul,206,1.6,72.9,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
30,CO,13th & College,Jun,161,2.1,67.1,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
31,CO,13th & College,Mar,87,1.7,41.0,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
32,CO,13th & College,May,119,3.1,57.9,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
33,CO,13th & College,Nov,87,1.1,40.6,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
34,CO,13th & College,Oct,138,1.2,52.9,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
35,CO,13th & College,Sep,164,1.5,62.2,81.0,CO,103.0,13th & College,40.007386,-105.276681,1392.0,116.0,1440.6588,388.1201566,6253.319614,8758.848388,1552.280019,5580.146649,2664.330097,1659.261164,596.050697,1131.320419,POINT (-105.276681 40.007386),13464.0,13465.0,08,013,012401,1,1500000US080130124011,080130124011,1,BG,186172.0,0.0,0.0199154158908,1.98325776548e-05,35.0,1500000US080130124011,1354.0,9583,447.0,0.0,0.0,80130124011.0,"Block Group 1, Census Tract 124.01, Boulder County, Colorado",267.0
36,CO,13th & Spruce,Apr,305,2.5,49.1,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
37,CO,13th & Spruce,Aug,570,1.5,70.9,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
38,CO,13th & Spruce,Dec,162,0.7,33.4,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
39,CO,13th & Spruce,Feb,237,0.8,35.8,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
40,CO,13th & Spruce,Jan,164,0.7,32.5,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
41,CO,13th & Spruce,Jul,548,1.6,72.9,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
42,CO,13th & Spruce,Jun,539,2.1,67.1,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
43,CO,13th & Spruce,Mar,325,1.7,41.0,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
44,CO,13th & Spruce,May,378,3.1,57.9,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
45,CO,13th & Spruce,Nov,201,1.1,40.6,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
46,CO,13th & Spruce,Oct,341,1.2,52.9,82.0,CO,104.0,13th & Spruce,40.01909,-105.278898,4307.0,359.0,524.4281943,2440.289007,2852.412811,61461.41453,598.5783546,20894.66936,1395.452499,33727.31925,333.9537638,4399.13691,POINT (-105.278898 40.01909),16355.0,16356.0,08,013,012204,3,1500000US080130122043,080130122043,3,BG,744316.0,0.0,0.0370728366832,7.83956008841e-05,32.0,1500000US080130122043,1117.0,70333,653.0,334.0,142.0,80130122043.0,"Block Group 3, Census Tract 122.04, Boulder County, Colorado",405.0
