GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
1400000US08001009322,08001009322,"Census Tract 93.22, Adams County, Colorado",1495,120,47804,5347,91.4,3.9,47328,6917,1.0,1.1,-,**,0.4,0.7,-,**,2.5,1.9,(X),(X),0.0,2.0,-,**,4.6,2.6,56650,35561,0.0,2.0,-,**,34.4,6.7,41117,6247,61.7,6.4,54722,11047,1.4,1.3,12188,5410,45.2,5.6,47439,7983,32.0,5.5,54575,8470,21.4,5.0,36842,6190,1017,124,52964,7835,55.4,6.5,40920,5861,44.6,6.5,63966,11039,66.7,9.4,(X),(X),23.2,8.4,(X),(X),10.1,6.6,(X),(X),478,104,33214,10937,56.7,11.9,30469,9980,48.5,11.5,27386,5047,8.2,7.6,39125,8247,43.3,11.9,39861,18839,42.1,11.9,39028,20596,1.3,2.1,-,**,32.6,(X),(X),(X),32.5,(X),(X),(X),31.2,(X),(X),(X)
1400000US08001009323,08001009323,"Census Tract 93.23, Adams County, Colorado",1501,91,46989,8941,90.8,4.9,49943,8541,2.4,2.1,-,**,2.7,2.9,(X),(X),2.8,2.5,(X),(X),0.0,2.0,-,**,0.8,1.1,-,**,0.5,1.0,-,**,24.7,6.6,50052,20112,66.9,7.6,50200,11335,7.7,4.0,30856,5006,45.8,6.4,50313,13929,35.1,6.2,61181,25825,11.4,3.1,48839,20118,914,124,63167,9517,55.4,7.3,61094,16679,44.6,7.3,72353,16977,65.1,10.7,(X),(X),23.9,8.4,(X),(X),11.1,7.1,(X),(X),587,117,29549,4316,51.3,11.4,26910,3785,39.4,12.4,25451,3634,11.9,9.0,31875,22914,48.7,11.4,42000,25651,36.5,10.9,51818,16047,12.3,7.3,21923,14226,28.9,(X),(X),(X),28.2,(X),(X),(X),29.0,(X),(X),(X)
1400000US08001009325,08001009325,"Census Tract 93.25, Adams County, Colorado",2223,158,69851,7166,90.7,4.5,71660,7776,1.8,2.2,-,**,0.0,1.3,-,**,4.5,2.6,49844,7679,0.0,1.3,-,**,0.0,1.3,-,**,2.9,2.9,27031,10577,15.8,5.7,36036,11960,76.7,6.4,84107,16184,7.9,4.7,33250,14534,34.5,7.5,65625,23824,39.2,7.1,101397,21198,18.4,4.0,66023,21613,1517,176,90697,19509,32.0,7.4,69844,39339,68.0,7.4,99583,22228,69.6,10.0,(X),(X),20.4,8.3,(X),(X),10.0,6.6,(X),(X),706,161,41591,10512,61.3,14.8,(X),(X),51.6,14.6,(X),(X),9.8,7.2,(X),(X),38.7,14.8,(X),(X),25.5,11.1,(X),(X),13.2,11.6,(X),(X),18.2,(X),(X),(X),17.9,(X),(X),(X),17.4,(X),(X),(X)
1400000US08001009326,08001009326,"Census Tract 93.26, Adams County, Colorado",1084,56,95179,14197,91.4,5.6,96518,11879,3.9,4.8,-,**,0.0,2.7,-,**,3.4,2.3,(X),(X),0.6,1.3,-,**,0.6,1.1,-,**,0.0,2.7,-,**,7.2,4.6,71129,7423,84.9,6.8,99167,5615,0.0,2.7,-,**,30.2,5.7,92404,27458,50.3,6.8,96696,22725,19.6,3.8,85962,23967,757,69,102475,17382,32.5,8.0,105750,42476,67.5,8.0,102325,9876,89.4,5.9,(X),(X),5.2,3.4,(X),(X),5.4,5.5,(X),(X),327,68,45795,9565,64.2,13.7,(X),(X),48.6,14.9,(X),(X),15.6,15.2,(X),(X),35.8,13.7,(X),(X),35.8,13.7,(X),(X),0.0,8.8,(X),(X),19.5,(X),(X),(X),21.3,(X),(X),(X),15.3,(X),(X),(X)
1400000US08001009327,08001009327,"Census Tract 93.27, Adams County, Colorado",1570,110,63367,5576,89.0,6.0,65506,7082,2.5,3.4,-,**,0.0,1.9,-,**,4.5,2.7,62813,37949,0.0,1.9,-,**,3.0,3.6,-,**,1.1,1.4,-,**,18.3,6.5,29875,12614,73.7,7.6,70901,7306,2.9,2.8,29154,22172,34.5,5.5,61042,16820,35.7,6.0,66638,16872,26.9,4.4,57159,16547,1090,128,67763,8513,38.2,8.6,69079,28735,61.8,8.6,66786,10779,77.3,8.0,(X),(X),10.2,6.1,(X),(X),12.5,6.7,(X),(X),480,114,51477,9560,63.8,12.7,(X),(X),56.5,13.8,(X),(X),7.3,6.0,(X),(X),36.3,12.7,(X),(X),34.8,12.4,(X),(X),1.5,3.5,(X),(X),29.7,(X),(X),(X),30.0,(X),(X),(X),26.3,(X),(X),(X)
1400000US08001009401,08001009401,"Census Tract 94.01, Adams County, Colorado",1836,71,53571,7757,86.3,4.5,51406,4810,0.9,1.0,-,**,0.4,0.6,-,**,5.4,2.1,91576,32543,0.0,1.6,-,**,6.5,3.8,77663,65527,0.5,0.9,-,**,28.4,5.3,48750,13301,63.2,4.9,52481,7742,1.1,1.5,-,**,36.4,5.5,58170,11183,35.2,5.4,66944,12525,27.2,3.6,35682,14545,1336,91,55000,7543,37.0,6.2,51404,7856,63.0,6.2,56689,7954,68.0,6.7,(X),(X),25.4,5.8,(X),(X),6.5,3.7,(X),(X),500,97,47661,26406,51.4,13.3,(X),(X),39.4,12.6,(X),(X),12.0,8.1,(X),(X),48.6,13.3,(X),(X),42.8,13.6,(X),(X),5.8,4.9,(X),(X),31.2,(X),(X),(X),35.3,(X),(X),(X),17.0,(X),(X),(X)
1400000US08001009406,08001009406,"Census Tract 94.06, Adams County, Colorado",1715,63,62083,8628,88.5,5.1,63668,8105,2.6,2.7,(X),(X),0.0,1.7,-,**,4.4,2.8,51964,5916,0.0,1.7,-,**,1.2,1.0,(X),(X),3.4,2.6,(X),(X),15.2,4.5,68750,27212,75.0,5.1,62989,7907,3.7,2.1,47847,18930,42.1,4.7,60833,14529,31.1,4.4,78043,11543,23.1,4.1,53750,7954,1117,104,66756,6838,41.8,5.9,55402,15118,58.2,5.9,77500,10307,67.6,6.9,(X),(X),20.9,5.7,(X),(X),11.5,4.7,(X),(X),598,99,48472,10646,50.8,12.3,(X),(X),41.0,12.4,(X),(X),9.9,6.2,(X),(X),49.2,12.3,(X),(X),38.8,11.9,(X),(X),10.4,7.0,(X),(X),24.5,(X),(X),(X),23.5,(X),(X),(X),20.9,(X),(X),(X)
1400000US08001009407,08001009407,"Census Tract 94.07, Adams County, Colorado",1766,73,57222,7275,79.7,6.7,56707,8137,1.6,2.6,-,**,3.7,3.6,-,**,4.8,2.7,67404,33125,0.6,1.0,-,**,4.4,3.0,44519,19326,5.3,4.2,89836,9223,31.8,6.1,43383,4388,58.7,6.5,65603,14425,5.4,3.7,73233,28146,43.6,7.7,62500,15554,31.3,5.8,66250,34880,19.7,4.5,50000,10653,1185,134,58843,10756,39.7,7.6,50250,12484,60.3,7.6,67465,16290,65.1,9.1,(X),(X),18.9,7.9,(X),(X),15.9,6.9,(X),(X),581,136,43447,14109,34.6,14.0,(X),(X),25.1,12.0,(X),(X),9.5,9.0,(X),(X),65.4,14.0,(X),(X),35.8,15.6,(X),(X),29.6,14.5,(X),(X),31.7,(X),(X),(X),34.9,(X),(X),(X),22.5,(X),(X),(X)
1400000US08001009408,08001009408,"Census Tract 94.08, Adams County, Colorado",1627,106,107066,12356,88.1,4.5,109934,12469,0.4,0.6,-,**,0.0,1.8,-,**,7.4,4.2,96667,53175,0.0,1.8,-,**,1.0,1.2,-,**,3.1,2.5,60764,14753,9.3,3.4,91518,23958,80.0,5.0,114435,9105,2.3,2.3,48587,12578,41.7,5.4,126750,19484,41.7,6.3,105547,20727,14.3,2.7,68988,3360,1269,112,117292,11962,50.6,5.9,122935,20901,49.4,5.9,115057,9572,81.0,5.9,(X),(X),11.4,4.2,(X),(X),7.6,4.7,(X),(X),358,101,79236,11926,54.5,14.5,(X),(X),36.0,16.2,(X),(X),18.4,10.3,(X),(X),45.5,14.5,(X),(X),38.5,13.5,(X),(X),7.0,6.0,(X),(X),25.3,(X),(X),(X),24.2,(X),(X),(X),25.1,(X),(X),(X)
1400000US08001009409,08001009409,"Census Tract 94.09, Adams County, Colorado",2167,111,90990,13410,87.9,6.0,89940,12315,0.7,1.2,-,**,2.6,3.6,-,**,4.7,1.7,108750,55256,0.0,1.4,-,**,2.5,3.4,-,**,1.5,2.3,-,**,9.6,5.2,62523,21186,82.4,6.7,91354,13017,1.2,1.4,-,**,32.3,5.2,89471,21108,38.6,4.5,110644,34561,27.9,5.1,51932,11400,1552,158,105263,16285,41.1,6.6,120089,67541,58.9,6.6,105132,11671,82.4,7.4,(X),(X),12.2,7.0,(X),(X),5.4,5.6,(X),(X),615,161,46023,7441,58.9,16.1,(X),(X),51.5,16.4,(X),(X),7.3,6.4,(X),(X),41.1,16.1,(X),(X),31.9,14.7,(X),(X),9.3,6.6,(X),(X),33.0,(X),(X),(X),32.5,(X),(X),(X),34.3,(X),(X),(X)
1400000US08001009410,08001009410,"Census Tract 94.10, Adams County, Colorado",1156,71,114318,8709,93.3,3.9,115114,7769,1.6,1.7,-,**,0.0,2.6,-,**,1.3,1.7,-,**,0.6,0.9,-,**,1.1,1.7,-,**,2.0,2.2,-,**,12.2,3.1,113068,49419,82.9,4.5,115530,8074,0.0,2.6,-,**,18.7,3.6,145625,21652,48.2,4.4,127625,25658,33.1,4.9,69716,9438,974,78,119800,17135,26.7,4.6,155227,24035,73.3,4.6,112500,10055,92.9,3.7,(X),(X),2.3,2.2,(X),(X),4.8,3.4,(X),(X),182,73,56346,26930,68.7,17.6,(X),(X),68.7,17.6,(X),(X),0.0,15.2,(X),(X),31.3,17.6,(X),(X),26.9,17.2,(X),(X),4.4,6.5,(X),(X),20.4,(X),(X),(X),17.8,(X),(X),(X),34.6,(X),(X),(X)
1400000US08001009411,08001009411,"Census Tract 94.11, Adams County, Colorado",1225,70,71523,6274,92.4,4.0,73060,5505,0.7,1.2,-,**,0.6,1.0,-,**,1.6,2.5,-,**,0.0,2.4,-,**,1.7,2.0,-,**,3.0,2.2,46458,12639,14.2,5.8,51136,18792,80.6,6.6,73944,4854,3.0,2.2,31641,19755,35.1,7.2,77417,31382,46.6,8.1,69718,11570,15.3,2.9,46576,20204,862,101,74600,8015,40.5,7.4,74063,26949,59.5,7.4,75924,14568,75.3,9.2,(X),(X),7.9,4.5,(X),(X),16.8,8.4,(X),(X),363,89,57946,11539,59.2,12.2,(X),(X),45.7,11.9,(X),(X),13.5,7.6,(X),(X),40.8,12.2,(X),(X),26.2,11.7,(X),(X),14.6,10.8,(X),(X),23.2,(X),(X),(X),25.9,(X),(X),(X),16.8,(X),(X),(X)
1400000US08001009501,08001009501,"Census Tract 95.01, Adams County, Colorado",1130,63,37877,5180,75.5,9.1,39604,4197,0.6,1.1,-,**,5.2,6.0,-,**,4.1,3.8,(X),(X),0.0,2.6,-,**,11.3,7.1,33424,1970,3.3,3.5,(X),(X),49.4,7.7,38317,8336,45.0,8.1,36471,6490,2.1,2.3,31000,26271,49.2,7.2,39231,9033,32.5,5.8,41193,9634,16.2,4.3,24036,2187,704,119,42083,16956,49.6,11.0,34861,30801,50.4,11.0,47917,17865,74.9,9.2,34701,13032,15.9,7.8,66607,38142,9.2,5.5,54327,22523,426,106,35300,15133,50.9,15.1,25662,5009,41.5,15.7,24550,4735,9.4,8.8,49107,46654,49.1,15.1,38486,7698,49.1,15.1,38486,7698,0.0,6.8,-,**,29.5,(X),(X),(X),39.8,(X),(X),(X),8.2,(X),(X),(X)
1400000US08001009502,08001009502,"Census Tract 95.02, Adams County, Colorado",1271,64,54417,12508,88.7,4.7,55721,10992,0.0,2.3,-,**,0.7,1.1,-,**,2.8,2.3,75714,62187,0.0,2.3,-,**,6.4,3.7,45721,9626,1.3,1.6,-,**,50.4,7.8,46202,25633,46.1,7.6,55966,9522,4.2,3.6,(X),(X),34.1,6.4,(X),(X),42.0,6.4,(X),(X),19.7,4.4,(X),(X),950,101,56875,17501,40.1,9.0,41799,30994,59.9,9.0,62120,23339,68.9,9.3,(X),(X),19.6,8.2,(X),(X),11.5,7.4,(X),(X),321,89,34464,16825,39.3,17.2,(X),(X),29.3,16.0,(X),(X),10.0,8.2,(X),(X),60.7,17.2,(X),(X),37.4,14.5,(X),(X),23.4,15.6,(X),(X),35.0,(X),(X),(X),35.7,(X),(X),(X),29.3,(X),(X),(X)
1400000US08001009553,08001009553,"Census Tract 95.53, Adams County, Colorado",1046,91,49444,8516,79.4,7.6,47917,10540,2.1,3.0,-,**,2.3,2.5,-,**,1.8,2.1,-,**,0.0,2.8,-,**,8.0,5.2,34881,21378,6.3,4.7,68088,18809,50.5,7.5,42500,14576,40.9,7.0,54063,12532,0.0,2.8,(X),(X),27.1,7.4,(X),(X),47.7,7.7,(X),(X),25.2,5.8,(X),(X),734,110,55061,5966,39.1,10.5,36250,21165,60.9,10.5,63792,7515,60.4,11.9,(X),(X),26.3,9.2,(X),(X),13.4,8.1,(X),(X),312,95,18438,6376,51.0,16.7,(X),(X),47.1,16.7,(X),(X),3.8,6.3,(X),(X),49.0,16.7,(X),(X),21.8,15.6,(X),(X),27.2,16.0,(X),(X),30.9,(X),(X),(X),38.4,(X),(X),(X),11.2,(X),(X),(X)
1400000US08001009603,08001009603,"Census Tract 96.03, Adams County, Colorado",2160,138,43308,3612,88.4,5.4,43211,3398,4.6,4.4,82938,76694,0.3,0.6,-,**,1.5,1.4,20795,3126,0.0,1.4,-,**,4.6,3.3,(X),(X),0.6,1.0,-,**,20.6,7.2,40288,5693,73.1,7.9,43912,4527,8.1,4.5,40769,18223,44.8,7.3,51250,15740,34.0,7.1,42713,14992,13.1,3.8,25769,8417,1536,171,44775,8978,59.4,6.7,43568,1626,40.6,6.7,64635,25629,63.3,11.6,(X),(X),23.4,9.4,(X),(X),13.3,8.5,(X),(X),624,166,24016,3506,46.8,12.5,(X),(X),33.5,12.8,(X),(X),13.3,10.6,(X),(X),53.2,12.5,(X),(X),44.9,13.1,(X),(X),8.3,6.8,(X),(X),25.5,(X),(X),(X),26.7,(X),(X),(X),18.4,(X),(X),(X)
1400000US08001009604,08001009604,"Census Tract 96.04, Adams County, Colorado",1888,117,37232,7347,84.4,4.9,34446,3470,3.3,3.6,-,**,0.0,1.6,-,**,1.4,1.4,(X),(X),0.0,1.6,-,**,7.9,4.0,56806,28192,2.9,2.3,48472,29499,29.0,3.8,34500,10883,65.0,4.9,36086,7702,4.4,3.0,(X),(X),32.6,5.1,(X),(X),35.9,5.6,(X),(X),27.1,4.5,(X),(X),920,122,53676,12679,41.2,8.3,43977,36213,58.8,8.3,55417,16903,59.9,9.2,(X),(X),23.3,7.3,(X),(X),16.8,6.9,(X),(X),968,136,29534,7040,61.3,9.4,(X),(X),47.9,9.6,(X),(X),13.3,7.8,(X),(X),38.7,9.4,(X),(X),32.6,9.8,(X),(X),6.1,4.6,(X),(X),26.5,(X),(X),(X),28.2,(X),(X),(X),24.3,(X),(X),(X)
1400000US08001009606,08001009606,"Census Tract 96.06, Adams County, Colorado",1039,88,35493,8821,84.2,6.9,38942,5244,1.1,1.9,-,**,6.3,7.0,18520,10580,0.5,0.9,-,**,0.0,2.8,-,**,6.1,4.4,(X),(X),1.9,3.1,-,**,59.7,7.7,37000,8892,38.8,7.5,27426,18566,7.8,5.5,30313,11631,42.6,8.6,39536,5647,36.3,7.4,24702,16572,13.3,4.0,36538,29267,590,101,41000,15830,59.0,10.2,(X),(X),41.0,10.2,(X),(X),50.8,11.7,51750,21068,35.3,11.6,14779,7431,13.9,7.7,36538,26091,449,120,24028,9485,43.4,16.4,(X),(X),33.4,15.4,(X),(X),10.0,8.5,(X),(X),56.6,16.4,(X),(X),46.8,14.7,(X),(X),9.8,10.2,(X),(X),21.9,(X),(X),(X),28.1,(X),(X),(X),13.8,(X),(X),(X)
1400000US08001009607,08001009607,"Census Tract 96.07, Adams County, Colorado",1844,103,47662,4321,82.0,5.0,49042,3534,1.4,1.9,-,**,0.9,0.9,-,**,7.8,3.0,42917,14588,0.0,1.6,-,**,3.0,2.4,91607,83577,4.9,3.3,(X),(X),33.9,5.9,45433,12347,54.2,5.0,51106,5156,2.1,2.5,-,**,39.9,5.9,49464,9498,40.6,5.6,49625,10463,17.4,3.1,37813,20096,1166,144,57803,12639,53.3,8.4,57589,19939,46.7,8.4,59000,24668,65.4,8.7,60732,14919,20.2,7.7,43194,11957,14.5,7.3,72458,22659,678,140,22045,5458,49.9,10.1,(X),(X),44.8,10.4,(X),(X),5.0,5.4,(X),(X),50.1,10.1,(X),(X),40.0,10.7,(X),(X),10.2,7.9,(X),(X),40.1,(X),(X),(X),40.7,(X),(X),(X),35.8,(X),(X),(X)
1400000US08001009608,08001009608,"Census Tract 96.08, Adams County, Colorado",1261,127,69950,11941,91.4,5.3,68200,9148,0.0,2.3,-,**,1.1,1.8,-,**,3.6,2.2,95893,62875,0.0,2.3,-,**,4.0,4.3,(X),(X),0.0,2.3,-,**,24.3,6.5,59922,45736,72.2,7.0,71406,11248,1.4,1.9,-,**,32.8,6.8,84612,13258,41.9,6.9,80227,16070,23.9,4.8,54688,13790,706,105,81333,10843,41.9,7.8,81827,22867,58.1,7.8,80658,18090,75.4,9.6,(X),(X),18.4,8.5,(X),(X),6.2,4.9,(X),(X),555,139,49602,19483,52.6,11.1,(X),(X),47.9,11.0,(X),(X),4.7,3.5,(X),(X),47.4,11.1,(X),(X),30.6,12.3,(X),(X),16.8,9.1,(X),(X),30.6,(X),(X),(X),21.5,(X),(X),(X),37.5,(X),(X),(X)
1400000US08001009751,08001009751,"Census Tract 97.51, Adams County, Colorado",1288,99,42880,5845,91.8,5.4,42853,5412,0.0,2.3,-,**,1.4,1.6,-,**,0.0,2.3,-,**,0.0,2.3,-,**,4.9,4.7,(X),(X),1.9,1.9,(X),(X),41.8,8.6,42662,6581,55.5,8.6,45919,14658,13.6,6.3,(X),(X),35.5,8.6,(X),(X),32.5,7.8,(X),(X),18.4,6.8,(X),(X),626,130,44271,14573,46.5,14.3,41386,5670,53.5,14.3,77782,57842,52.2,14.8,(X),(X),28.6,11.4,(X),(X),19.2,10.3,(X),(X),662,122,35726,20972,44.9,15.4,(X),(X),31.3,12.3,(X),(X),13.6,9.3,(X),(X),55.1,15.4,(X),(X),28.1,10.6,(X),(X),27.0,12.8,(X),(X),33.3,(X),(X),(X),42.2,(X),(X),(X),19.5,(X),(X),(X)
1400000US08001009752,08001009752,"Census Tract 97.52, Adams County, Colorado",1053,53,51122,5705,80.0,5.6,48947,7330,2.4,2.6,-,**,1.6,1.8,-,**,5.1,2.2,68846,9013,0.0,2.8,-,**,8.6,4.1,54196,4832,2.3,2.3,(X),(X),54.1,7.2,55250,9860,35.3,6.9,34000,19073,0.7,0.8,-,**,36.4,6.3,56656,5333,30.7,7.9,49018,8683,32.3,6.5,35500,11523,626,86,55147,12845,44.1,7.4,50750,12964,55.9,7.4,58636,16601,57.2,11.4,(X),(X),28.4,9.5,(X),(X),14.4,7.7,(X),(X),427,79,45350,17417,33.5,13.5,(X),(X),20.4,12.7,(X),(X),13.1,7.2,(X),(X),66.5,13.5,(X),(X),50.6,12.4,(X),(X),15.9,9.1,(X),(X),28.0,(X),(X),(X),28.8,(X),(X),(X),21.5,(X),(X),(X)
1400000US08001015000,08001015000,"Census Tract 150, Adams County, Colorado",1110,64,37179,5751,96.0,3.2,37192,6294,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,1.4,1.8,(X),(X),2.5,2.7,31944,6652,30.0,7.9,31542,19786,67.5,7.8,38972,7154,2.5,2.7,55658,3855,34.7,6.9,46116,21578,36.6,8.0,38426,11946,26.2,6.5,25688,6153,599,88,39099,9508,53.6,9.5,36106,9077,46.4,9.5,43958,12933,61.8,12.5,(X),(X),20.4,9.5,(X),(X),17.9,10.3,(X),(X),511,95,33075,4618,36.6,12.1,25781,16413,33.9,11.7,22255,14806,2.7,3.2,-,**,63.4,12.1,34286,6865,38.7,11.7,34911,6709,24.7,12.3,30750,18100,32.2,(X),(X),(X),37.2,(X),(X),(X),26.2,(X),(X),(X)
1400000US08001060000,08001060000,"Census Tract 600, Adams County, Colorado",1622,68,117872,17123,91.1,4.0,117535,19426,0.6,0.9,-,**,0.0,1.8,-,**,4.7,3.1,83906,39054,0.0,1.8,-,**,2.1,2.5,-,**,1.6,1.5,102500,58960,7.3,3.3,87330,54253,84.5,5.4,119167,19221,2.8,3.1,-,**,37.8,5.5,129479,23590,49.1,6.7,118345,19010,10.2,2.6,89583,10539,1360,107,119861,16057,56.7,6.5,121793,28333,43.3,6.5,118221,25064,89.6,6.1,(X),(X),5.5,3.0,(X),(X),4.9,5.5,(X),(X),262,100,79375,52799,22.1,17.3,(X),(X),14.9,15.1,(X),(X),7.3,8.0,(X),(X),77.9,17.3,(X),(X),48.1,24.7,(X),(X),29.8,23.2,(X),(X),26.9,(X),(X),(X),22.4,(X),(X),(X),50.8,(X),(X),(X)
1400000US08001060100,08001060100,"Census Tract 601, Adams County, Colorado",2229,117,82519,8633,89.9,4.4,84019,8127,1.7,1.6,248667,196760,0.0,1.3,-,**,4.7,3.4,57763,40026,0.0,1.3,-,**,0.7,1.1,-,**,3.1,2.7,43684,24323,6.1,3.0,63142,14634,85.1,4.8,86228,16104,0.0,1.3,-,**,42.0,3.9,87105,19014,46.3,4.4,84464,31626,11.8,3.0,29615,12694,1875,150,87540,16433,61.0,5.6,101932,21745,39.0,5.6,67147,29051,73.0,8.0,109097,13026,19.7,6.3,41100,4649,7.3,4.9,66467,7997,354,140,(X),(X),68.9,14.7,(X),(X),68.9,14.7,(X),(X),0.0,8.1,(X),(X),31.1,14.7,(X),(X),28.0,14.3,(X),(X),3.1,5.3,(X),(X),26.4,(X),(X),(X),25.7,(X),(X),(X),24.3,(X),(X),(X)
1400000US08001060200,08001060200,"Census Tract 602, Adams County, Colorado",1711,105,55236,5190,86.6,6.2,54348,5859,1.9,1.5,57361,15519,0.0,1.7,-,**,6.2,4.8,66667,20884,0.9,1.6,-,**,2.5,3.0,-,**,1.9,2.4,-,**,16.2,5.8,55972,8285,74.2,5.9,52778,14164,6.1,2.7,38594,31407,52.8,5.5,53696,4696,33.3,4.9,63889,15679,7.7,2.5,44821,39442,857,129,70313,9232,42.6,7.4,53854,6545,57.4,7.4,75893,14088,78.1,8.8,77601,12952,17.0,9.3,55833,39763,4.9,4.0,44286,28503,854,141,39012,6743,56.9,10.8,(X),(X),47.9,10.5,(X),(X),9.0,5.0,(X),(X),43.1,10.8,(X),(X),33.8,9.8,(X),(X),9.3,6.1,(X),(X),21.0,(X),(X),(X),17.3,(X),(X),(X),23.1,(X),(X),(X)
1400000US08001061200,08001061200,"Census Tract 612, Adams County, Colorado",492,16,112333,21040,95.5,3.4,113125,22897,0.0,5.9,-,**,0.0,5.9,-,**,1.6,2.0,-,**,0.0,5.9,-,**,1.2,1.8,-,**,1.6,1.9,-,**,4.1,3.1,107273,9545,92.7,4.2,114375,27726,2.8,4.6,-,**,55.3,8.1,117000,28977,34.6,8.3,125671,30267,7.3,5.2,70556,24682,411,51,125152,19364,56.4,10.0,125915,10333,43.6,10.0,111705,25177,92.0,7.4,125976,14031,6.6,6.7,111518,25143,1.5,2.4,-,**,81,50,54263,18570,33.3,36.8,(X),(X),16.0,21.3,(X),(X),17.3,28.6,(X),(X),66.7,36.8,(X),(X),60.5,40.2,(X),(X),6.2,11.3,(X),(X),18.9,(X),(X),(X),19.5,(X),(X),(X),16.0,(X),(X),(X)
1400000US08001988700,08001988700,"Census Tract 9887, Adams County, Colorado",0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US08003960000,08003960000,"Census Tract 9600, Alamosa County, Colorado",645,96,41726,10405,94.6,3.9,41548,10463,0.0,4.5,-,**,1.4,2.0,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.9,1.2,-,**,3.1,3.3,-,**,17.4,6.5,16250,11664,78.1,7.2,47500,7483,6.0,4.8,21950,9924,14.9,4.9,71786,15249,52.9,6.3,41696,16143,26.2,5.2,32083,17266,437,84,54107,11281,30.9,7.0,49196,29560,69.1,7.0,55500,9768,89.0,5.5,57212,15149,6.2,3.9,52083,2438,4.8,4.9,48281,38188,208,56,23214,6967,40.9,11.5,21625,5492,37.5,11.3,22500,11118,3.4,4.2,-,**,59.1,11.5,25481,9846,53.4,11.5,25481,9192,5.8,5.9,-,**,23.3,(X),(X),(X),22.0,(X),(X),(X),26.0,(X),(X),(X)
